SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,898,14172965,0,281,1090228,277,1
172.16.0.5,1015,11783139,1,277,1071194,282,1
172.16.0.5,965,14150277,0,268,1088482,265,1
172.16.0.5,751,14138711,0,286,1087593,283,1
172.16.0.5,530,11784879,1,268,1071352,272,1
172.16.0.5,764,14138897,0,271,1087607,268,1
172.16.0.5,872,14143429,0,268,1087956,265,1
172.16.0.5,929,14155903,0,271,1088915,268,1
172.16.0.5,883,14159793,0,271,1089214,267,1
172.16.0.5,756,14138750,0,268,1087596,265,1
172.16.0.5,869,14139402,0,271,1087646,268,1
172.16.0.5,987,14164868,0,273,1089605,270,1
172.16.0.5,899,14172960,0,268,1090227,265,1
172.16.0.5,871,14139251,0,273,1087634,270,1
172.16.0.5,931,14155758,0,273,1088904,270,1
172.16.0.5,910,14164290,0,271,1089560,267,1
172.16.0.5,521,11784881,1,271,1071352,275,1
172.16.0.5,988,14164575,0,265,1089582,262,1
172.16.0.5,951,14151084,0,276,1088544,273,1
172.16.0.5,986,14164868,0,265,1089605,262,1
172.16.0.5,1019,11778533,1,268,1070775,273,1
172.16.0.5,783,14139678,0,268,1087667,265,1
172.16.0.5,971,14150418,0,271,1088493,268,1
172.16.0.5,978,14150800,0,263,1088523,260,1
172.16.0.5,820,14144145,0,271,1088011,268,1
172.16.0.5,967,14150420,0,271,1088493,268,1
172.16.0.5,1012,11783287,1,274,1071207,279,1
172.16.0.5,984,14160535,0,265,1089271,262,1
172.16.0.5,901,14172678,0,273,1090206,270,1
172.16.0.5,912,14155908,0,271,1088916,268,1
172.16.0.5,829,14139958,0,265,1087689,263,1
172.16.0.5,956,14150848,0,273,1088526,270,1
172.16.0.5,775,14143396,0,271,1087953,268,1
172.16.0.5,762,14139325,0,265,1087640,263,1
172.16.0.5,911,14160242,0,268,1089249,265,1
172.16.0.5,845,14135366,0,273,1087335,270,1
172.16.0.5,833,14139925,0,278,1087686,275,1
172.16.0.5,1014,11782848,1,271,1071168,275,1
172.16.0.5,810,14136189,0,276,1087399,273,1
172.16.0.5,998,11790657,1,271,1071877,275,1
172.16.0.5,834,14140099,0,271,1087699,268,1
172.16.0.5,996,11790564,1,271,1071869,275,1
172.16.0.5,981,14155333,0,265,1088871,262,1
172.16.0.5,776,14143583,0,271,1087967,268,1
172.16.0.5,985,14160481,0,268,1089267,265,1
172.16.0.5,821,14143857,0,271,1285805,229,1
172.16.0.5,786,14135592,0,271,1087353,268,1
172.16.0.5,515,11779389,1,268,1070853,273,1
172.16.0.5,846,14139382,0,271,1087644,268,1
172.16.0.5,932,14155713,0,268,1088901,265,1
172.16.0.5,818,14143998,0,268,1087999,265,1
172.16.0.5,518,11784012,1,271,1071273,275,1
172.16.0.5,749,14145459,0,265,1088112,263,1
172.16.0.5,770,14142822,0,271,1087909,268,1
172.16.0.5,537,11785792,1,268,1071435,272,1
172.16.0.5,974,14150708,0,273,1088516,270,1
172.16.0.5,767,14138468,0,271,1087574,268,1
172.16.0.5,992,11786306,1,277,1071482,282,1
172.16.0.5,952,14150996,0,276,1088538,273,1
172.16.0.5,827,14139910,0,289,1087685,286,1
172.16.0.5,817,14144148,0,273,1088011,270,1
172.16.0.5,519,11784167,1,268,1071287,272,1
172.16.0.5,961,14154755,0,281,1088827,278,1
172.16.0.5,852,14143568,0,273,1087966,270,1
172.16.0.5,763,14139191,0,271,1087630,268,1
172.16.0.5,905,14168330,0,271,1089871,267,1
172.16.0.5,516,11784014,1,271,1071274,275,1
172.16.0.5,921,14156483,0,273,1088960,270,1
172.16.0.5,976,14150991,0,271,1088537,268,1
172.16.0.5,922,14156487,0,276,1088960,273,1
172.16.0.5,838,14139671,0,268,1087667,265,1
172.16.0.5,935,14159809,0,273,1089216,270,1
172.16.0.5,824,14143816,0,283,1087985,280,1
172.16.0.5,789,14135593,0,271,1087353,268,1
172.16.0.5,769,14138745,0,273,1087595,270,1
172.16.0.5,1018,11778802,1,274,1070800,279,1
172.16.0.5,873,14143296,0,268,1285754,227,1
172.16.0.5,808,14135612,0,271,1087354,268,1
172.16.0.5,781,14139635,0,268,1087664,265,1
172.16.0.5,535,11785603,1,265,1071418,269,1
172.16.0.5,909,14164292,0,271,1089560,267,1
172.16.0.5,787,14135555,0,271,1087350,268,1
172.16.0.5,784,14139967,0,276,1087689,273,1
172.16.0.5,806,14135743,0,276,1087364,273,1
172.16.0.5,923,14156429,0,271,1088956,268,1
172.16.0.5,798,14135891,0,265,1087376,263,1
172.16.0.5,792,14135321,0,263,1087332,260,1
172.16.0.5,953,14150993,0,271,1088537,268,1
172.16.0.5,963,14154608,0,271,1088816,268,1
172.16.0.5,830,14139982,0,271,1087690,268,1
172.16.0.5,904,14168344,0,273,1089872,270,1
172.16.0.5,855,14143425,0,271,1087955,268,1
172.16.0.5,523,11785162,1,271,1071378,275,1
172.16.0.5,983,14160829,0,278,1089294,275,1
172.16.0.5,847,14139386,0,268,1087645,265,1
172.16.0.5,997,11790521,1,265,1071865,269,1
172.16.0.5,527,11784884,1,271,1071353,275,1
172.16.0.5,957,14150711,0,268,1088516,265,1
172.16.0.5,850,14139382,0,276,1087644,273,1
172.16.0.5,928,14155901,0,268,1088915,265,1
172.16.0.5,940,14154606,0,276,1088815,273,1
172.16.0.5,802,14136182,0,268,1087398,265,1
172.16.0.5,525,11785174,1,268,1071379,272,1
172.16.0.5,853,14143433,0,283,1087956,280,1
172.16.0.5,839,14135374,0,271,1087336,268,1
172.16.0.5,884,14159842,0,268,1089218,265,1
172.16.0.5,917,14156486,0,276,1088960,273,1
172.16.0.5,924,14156475,0,271,1088959,268,1
172.16.0.5,966,14150423,0,273,1088494,270,1
172.16.0.5,915,14155905,0,271,1088915,268,1
172.16.0.5,529,11784877,1,271,1071352,275,1
172.16.0.5,972,14150570,0,260,1088505,257,1
172.16.0.5,887,14159904,0,274,1287264,232,1
172.16.0.5,828,11786500,1,271,1071500,275,1
172.16.0.5,891,14168016,0,271,1089847,267,1
172.16.0.5,1013,11782894,1,268,1071172,272,1
172.16.0.5,945,14154999,0,268,1088846,265,1
172.16.0.5,1020,11778239,1,262,1070749,266,0
172.16.0.5,861,14143156,0,273,1087935,270,1
172.16.0.5,886,14159981,0,271,1089229,267,1
172.16.0.5,958,14150411,0,268,1088493,265,1
172.16.0.5,867,11780156,1,280,1070923,285,0
172.16.0.5,514,11779540,1,268,1070867,273,1
172.16.0.5,930,14155904,0,271,1088915,268,1
172.16.0.5,826,14139667,0,273,1087666,270,1
172.16.0.5,512,11779105,1,274,1070827,279,1
172.16.0.5,843,14134997,0,278,1087307,276,1
172.16.0.5,793,14135413,0,266,1087339,263,1
172.16.0.5,858,14143483,0,271,1087960,268,1
172.16.0.5,844,14135045,0,268,1087311,265,1
172.16.0.5,532,11785600,1,271,1071418,275,1
172.16.0.5,947,14155044,0,268,1088849,265,1
172.16.0.5,948,14150990,0,263,1088537,260,1
172.16.0.5,814,14139953,0,289,1087688,286,1
172.16.0.5,771,14147315,0,268,1088255,265,1
172.16.0.5,973,14150717,0,266,1088516,263,1
172.16.0.5,531,11785123,1,274,1071374,278,1
172.16.0.5,885,14159939,0,276,1089226,273,1
172.16.0.5,778,14143830,0,265,1087986,263,1
172.16.0.5,779,14139782,0,266,1087675,263,1
172.16.0.5,897,14168622,0,271,1089894,267,1
172.16.0.5,994,11786599,1,268,1071509,272,1
172.16.0.5,795,14140228,0,281,1087709,278,1
172.16.0.5,989,14164582,0,273,1089583,270,1
172.16.0.5,1017,11778802,1,262,1070800,267,0
172.16.0.5,982,14160392,0,276,1089260,273,1
172.16.0.5,875,14151597,0,271,1088584,268,1
172.16.0.5,837,14140098,0,273,1087699,270,1
172.16.0.5,800,14135889,0,268,1087376,265,1
172.16.0.5,955,14150993,0,271,1088537,268,1
