SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,851,14143702,0,271,1087977,268,1
172.16.0.5,835,14140188,0,271,1087706,268,1
172.16.0.5,911,14160296,0,268,1089253,265,1
172.16.0.5,875,14151670,0,271,1088590,268,1
172.16.0.5,931,14155874,0,273,1088913,270,1
172.16.0.5,804,14136177,0,271,1087398,268,1
172.16.0.5,989,14164567,0,273,1089582,270,1
172.16.0.5,914,14155964,0,273,1088920,270,1
172.16.0.5,982,14160386,0,276,1089260,273,1
172.16.0.5,909,14164282,0,271,1089560,267,1
172.16.0.5,872,14143689,0,268,1087976,265,1
172.16.0.5,999,9433765,1,271,1048196,287,1
172.16.0.5,535,11785562,1,265,1071414,269,1
172.16.0.5,834,14140048,0,271,1087696,268,1
172.16.0.5,944,14155115,0,271,1088855,268,1
172.16.0.5,871,14139286,0,273,1087637,270,1
172.16.0.5,829,14139945,0,265,1087688,263,1
172.16.0.5,514,11779537,1,268,1070867,273,1
172.16.0.5,980,14155361,0,271,1088873,268,1
172.16.0.5,527,11784888,1,271,1071353,275,1
172.16.0.5,915,14155985,0,271,1088921,268,1
172.16.0.5,844,14134933,0,268,1087302,265,1
172.16.0.5,998,11790670,1,271,1071879,275,1
172.16.0.5,762,14139276,0,265,1087636,263,1
172.16.0.5,810,14135932,0,276,1087379,273,1
172.16.0.5,850,14139398,0,276,1087646,273,1
172.16.0.5,849,14139117,0,273,1087624,270,1
172.16.0.5,963,14154655,0,271,1088819,268,1
172.16.0.5,897,14168726,0,271,1089902,267,1
172.16.0.5,889,14163928,0,268,1089532,265,1
172.16.0.5,864,14143532,0,273,1087964,270,1
172.16.0.5,820,14144149,0,271,1088011,268,1
172.16.0.5,766,14138478,0,273,1087575,270,1
172.16.0.5,1007,11787536,1,271,1071594,275,1
172.16.0.5,749,14145490,0,265,1088114,263,1
172.16.0.5,787,14135596,0,271,1087353,268,1
172.16.0.5,962,14154788,0,268,1088829,265,1
172.16.0.5,785,14139918,0,268,1087686,265,1
172.16.0.5,981,14155323,0,265,1088871,262,1
172.16.0.5,793,14135460,0,266,1087343,263,1
172.16.0.5,874,14151686,0,266,1088591,263,1
