SrcIP,SrcPort,feature0,feature1,feature2,feature3,feature4,Label
172.16.0.5,1002,7041128,1,266,1005875,302,1
172.16.0.5,968,7022606,1,271,1003229,308,1
172.16.0.5,846,7024602,1,271,1003514,308,1
172.16.0.5,828,7024268,1,271,1003466,308,1
172.16.0.5,876,7038791,1,266,1005541,303,1
172.16.0.5,1001,7041175,1,271,1005882,307,1
172.16.0.5,924,7028366,1,271,1004052,308,1
172.16.0.5,869,7039278,1,271,1005611,307,1
172.16.0.5,798,7018493,1,271,1002641,308,1
172.16.0.5,512,7041380,1,271,1005911,307,1
172.16.0.5,943,7027510,1,271,1003930,308,1
172.16.0.5,1021,7041286,1,262,1005898,297,1
172.16.0.5,537,7055325,1,266,1007903,302,1
172.16.0.5,972,7026227,1,253,1003746,288,1
172.16.0.5,990,7030953,1,262,1004421,298,1
172.16.0.5,806,7023269,1,280,1003324,318,1
172.16.0.5,1003,7041125,1,271,1005875,307,1
172.16.0.5,648,9318975,30,270,33163,8185,1
172.16.0.5,915,7024009,1,271,1003429,308,1
172.16.0.5,877,7038744,1,271,1005534,308,1
172.16.0.5,889,7037501,1,271,1005357,308,1
172.16.0.5,792,7014487,1,266,1002069,303,1
172.16.0.5,520,7042200,1,266,1006028,302,1
172.16.0.5,855,7034366,1,271,1004909,308,1
172.16.0.5,970,7022602,1,284,1003228,324,1
172.16.0.5,954,7022606,1,275,1003229,313,1
172.16.0.5,921,7028123,1,275,1004017,313,1
172.16.0.5,861,7034417,1,275,1004916,313,1
172.16.0.5,771,7023531,1,266,1003361,303,1
172.16.0.5,528,7041497,1,275,1005928,313,1
172.16.0.5,856,7034074,1,262,1004867,297,1
172.16.0.5,842,7020245,1,271,1002892,308,1
172.16.0.5,1017,7037048,1,257,1005292,293,1
172.16.0.5,953,7022317,1,271,1003188,308,1
172.16.0.5,781,7019643,1,266,1002806,303,1
172.16.0.5,766,7022758,1,271,1003251,308,1
172.16.0.5,535,7050555,1,266,1007222,302,1
172.16.0.5,1012,7037226,1,275,1005318,313,1
172.16.0.5,900,7045408,1,271,1006486,307,1
172.16.0.5,811,7023171,1,271,1003310,308,1
172.16.0.5,521,7042297,1,271,1006042,307,1
172.16.0.5,1019,7041391,1,271,1005913,307,1
172.16.0.5,971,7022561,1,271,1003223,308,1
172.16.0.5,790,7014738,1,275,1002105,314,1
172.16.0.5,757,7010041,1,271,1001434,309,1
172.16.0.5,532,7050351,1,266,1007193,302,1
172.16.0.5,793,7014634,1,262,1002090,299,1
172.16.0.5,979,7026100,1,271,1003728,308,1
172.16.0.5,1020,7041097,1,262,1005871,297,1
172.16.0.5,777,7023913,1,266,1003416,303,1
172.16.0.5,832,7024009,1,271,1003429,308,1
172.16.0.5,860,7034185,1,271,1004883,308,1
172.16.0.5,840,7020102,1,275,1002871,313,1
172.16.0.5,998,7031868,1,271,1004552,308,1
172.16.0.5,920,7023750,1,280,1003392,319,1
172.16.0.5,868,7039182,1,266,1005597,302,1
172.16.0.5,907,4652459,1,271,930491,349,1
172.16.0.5,833,7024630,1,280,1003518,318,1
172.16.0.5,803,7019019,1,275,1002717,314,1
172.16.0.5,940,7027702,1,280,1003957,318,1
172.16.0.5,1011,7036940,1,266,1005277,302,1
172.16.0.5,942,7027511,1,271,1003930,308,1
172.16.0.5,826,7022885,1,275,1003269,313,1
172.16.0.5,763,7014625,1,275,1002089,314,1
172.16.0.5,928,7028082,1,266,1004011,303,1
172.16.0.5,983,7026910,1,275,1003844,313,1
172.16.0.5,824,7021876,1,262,1003125,298,1
