SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,10938,1725590,15,60,66368,938,1
172.16.0.5,31811,1613903,19,60,52061,1189,1
172.16.0.5,10645,1722337,26,60,38274,1602,1
172.16.0.5,39626,1605385,26,60,39155,1569,1
172.16.0.5,9047,1733899,24,60,41283,1487,1
172.16.0.5,41931,1644468,20,60,51389,1204,1
172.16.0.5,40721,1731802,27,60,36846,1663,1
172.16.0.5,32621,1545073,15,60,67177,931,1
172.16.0.5,59409,1401069,15,60,66717,942,1
172.16.0.5,15930,1625491,22,60,45152,1365,1
172.16.0.5,5311,1593022,25,60,40846,1506,1
172.16.0.5,42127,1694817,26,60,38518,1593,1
172.16.0.5,43694,1530527,26,60,38263,1607,1
172.16.0.5,25568,1688129,17,60,58211,1066,1
172.16.0.5,63844,1608635,45,60,22342,2722,1
172.16.0.5,20804,1692977,20,60,51302,1204,1
172.16.0.5,28393,1665303,12,60,87647,720,1
172.16.0.5,9454,1721340,19,60,53791,1150,1
172.16.0.5,38553,1648037,20,60,49940,1237,1
172.16.0.5,53134,1370031,13,60,80590,788,1
172.16.0.5,20679,1591291,13,60,75775,829,1
172.16.0.5,38651,1670812,17,60,59671,1041,1
172.16.0.5,7037,1666554,25,60,40647,1512,1
172.16.0.5,18461,1543682,22,60,46778,1321,1
172.16.0.5,47554,1516447,21,60,47388,1305,1
172.16.0.5,20084,1591284,21,60,46802,1319,1
172.16.0.5,52406,1407530,18,60,56301,1108,1
172.16.0.5,44232,227,8810,374,227,3295154,0
172.16.0.5,46329,1485048,21,60,47904,1292,1
172.16.0.5,29338,1693515,13,60,76977,814,1
172.16.0.5,28584,1405861,18,60,56234,1109,1
172.16.0.5,51693,1593060,23,60,43055,1431,1
172.16.0.5,55806,1397385,16,60,63517,987,1
172.16.0.5,39850,1723901,19,60,52239,1183,1
172.16.0.5,6012,1593099,26,60,38856,1581,1
172.16.0.5,9429,1721316,19,60,52161,1185,1
