SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
192.168.50.6,56701,18,111111,66,18,7333333,0
192.168.50.8,62338,16,125000,87,16,10875000,0
192.168.50.6,53885,13,153846,87,13,13384615,0
192.168.50.6,64457,19,105263,73,19,7684210,0
192.168.50.8,59646,170465479,0,156,2157790,73,0
192.168.50.6,53946,14,142857,74,14,10571428,0
192.168.50.8,53323,15,133333,73,15,9733333,0
192.168.50.6,54838,284737,56,157,18982,8857,0
192.168.50.6,54915,181204,110,141,9537,15639,0
172.16.0.5,41077,415486673,0,60,15388395,4,1
192.168.50.6,51611,19352,310,73,3870,22633,0
192.168.50.6,54933,100352352,0,91,1824588,51,0
192.168.50.8,50816,27,74074,74,27,5481481,0
192.168.50.6,53058,418425,14,64,83685,917,0
192.168.50.6,54895,10,200000,66,10,13200000,0
192.168.50.6,59413,20380,196,75,6793,14720,0
172.217.11.6,443,295399478,0,856,1641108,524,0
192.168.50.6,54914,172325052,0,225,1111774,204,0
172.16.0.5,25693,27,74074,60,27,4444444,1
172.16.0.5,51049,156798,25,60,52266,1530,1
192.168.50.6,54908,5575365,1,61,796480,88,0
192.168.50.6,54880,115273370,0,198,2452624,82,0
192.168.50.6,52885,4,500000,79,4,39500000,0
192.168.50.6,54804,34425682,0,73,6885136,12,0
192.168.50.8,59653,230070791,0,143,1704228,84,0
192.168.50.8,60360,16,125000,85,16,10625000,0
192.168.50.8,60651,16,125000,67,16,8375000,0
192.168.50.8,59628,5471000,1,61,781571,89,0
192.168.50.6,53428,16384,244,79,5461,19287,0
192.168.50.6,54937,10073162,1,292,592538,522,0
192.168.50.6,54800,36434619,0,73,7286923,12,0
192.168.50.6,57622,9,222222,82,9,18222222,0
192.168.50.8,59607,170241026,0,157,4152220,38,0
192.168.50.6,54925,59247930,0,150,1161724,131,0
192.168.50.6,58734,16,125000,77,16,9625000,0
192.168.50.6,58153,15,133333,119,15,15866666,0
192.168.50.6,52765,7,285714,87,7,24857142,0
93.184.216.180,443,408,14705,74,81,1088235,0
192.168.50.8,52807,16,125000,77,16,9625000,0
192.168.50.6,62783,12,166666,88,12,14666666,0
23.192.125.11,80,115417387,0,122,3979909,31,0
192.168.50.8,59627,11,181818,66,11,12000000,0
192.168.50.8,59598,5402795,1,61,771827,91,0
192.168.50.6,54899,14,142857,66,14,9428571,0
192.168.50.8,52232,12,166666,74,12,12333333,0
172.16.0.5,42392,179543,22,60,59847,1336,1
192.168.50.6,60614,17,117647,84,17,9882352,0
52.34.248.21,443,583818106,0,207,6559754,32,0
192.168.50.8,60926,45,88888,83,15,7377777,0
192.168.50.6,53166,18304,218,92,6101,20104,0
192.168.50.8,65508,30,66666,85,30,5666666,0
