SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,871,4667649,1,277,933529,356,0
172.16.0.5,803,4667426,1,277,933485,356,0
172.16.0.5,875,4666918,1,271,933383,348,0
172.16.0.5,837,4663205,1,277,932641,356,0
172.16.0.5,807,4667427,1,271,933485,348,0
172.16.0.5,805,4667496,1,271,933499,348,0
172.16.0.5,857,4657907,1,277,931581,356,0
172.16.0.5,770,4674879,1,265,934975,340,0
172.16.0.5,940,4640988,1,283,928197,365,0
172.16.0.5,929,4650095,1,271,930019,349,0
172.16.0.5,868,4667296,1,265,933459,340,0
172.16.0.5,759,4671171,1,265,934234,340,0
172.16.0.5,777,4671476,1,271,934295,348,0
172.16.0.5,900,4661073,1,271,932214,348,0
172.16.0.5,817,4668384,1,277,933676,356,0
172.16.0.5,847,4658193,1,265,931638,341,0
172.16.0.5,810,4667426,1,271,933485,348,0
172.16.0.5,799,4667432,1,271,933486,348,0
172.16.0.5,772,4675219,1,271,935043,347,0
172.16.0.5,762,4671120,1,265,934224,340,0
172.16.0.5,905,4656742,1,271,931348,349,0
172.16.0.5,850,4657905,1,271,931581,349,0
172.16.0.5,791,4662806,1,265,932561,341,0
172.16.0.5,852,4657716,1,277,931543,356,0
172.16.0.5,785,4667124,1,271,933424,348,0
172.16.0.5,885,4668894,1,277,933778,355,0
172.16.0.5,773,4671046,1,265,934209,340,0
172.16.0.5,904,4656736,1,271,931347,349,0
172.16.0.5,767,4674975,1,271,934995,347,0
172.16.0.5,757,4670801,1,277,934160,355,0
172.16.0.5,780,4667548,1,277,933509,356,0
172.16.0.5,839,4658767,1,271,931753,349,0
172.16.0.5,816,4668510,1,271,933702,348,0
172.16.0.5,800,4667424,1,265,933484,340,0
172.16.0.5,883,4668745,1,271,933749,348,0
172.16.0.5,761,4671318,1,265,934263,340,0
172.16.0.5,749,4672934,1,265,934586,340,0
172.16.0.5,907,4652405,1,271,930481,349,0
172.16.0.5,793,4662948,1,259,932589,333,0
172.16.0.5,931,4649942,1,271,929988,350,0
172.16.0.5,795,4667358,1,289,933471,371,0
172.16.0.5,815,4668580,1,265,933716,340,0
172.16.0.5,910,4658460,1,271,931692,349,0
172.16.0.5,944,4640839,1,271,928167,350,0
172.16.0.5,753,4670287,1,265,934057,340,0
172.16.0.5,913,4650088,1,271,930017,349,0
172.16.0.5,789,4662463,1,271,932492,348,0
172.16.0.5,797,4667368,1,277,933473,356,0
172.16.0.5,909,4654078,1,271,930815,349,0
172.16.0.5,818,4668299,1,265,933659,340,0
172.16.0.5,936,4641121,1,271,928224,350,0
172.16.0.5,924,4650325,1,271,930065,349,0
172.16.0.5,886,4668892,1,271,933778,348,0
172.16.0.5,920,4650085,1,289,930017,372,0
172.16.0.5,828,4663687,1,271,932737,348,0
172.16.0.5,787,4662516,1,265,932503,341,0
172.16.0.5,941,4640836,1,265,928167,342,0
172.16.0.5,848,4658056,1,277,931611,356,0
172.16.0.5,860,4657918,1,271,931583,349,0
172.16.0.5,895,4660786,1,289,932157,372,0
172.16.0.5,778,4671669,1,259,934333,332,0
172.16.0.5,811,4667421,1,271,933484,348,0
172.16.0.5,779,4667561,1,265,933512,340,0
172.16.0.5,916,4650080,1,271,930016,349,0
172.16.0.5,914,4650081,1,271,930016,349,0
172.16.0.5,882,4668892,1,271,933778,348,0
172.16.0.5,798,4667490,1,271,933498,348,0
172.16.0.5,925,4650369,1,271,930073,349,0
172.16.0.5,877,4666865,1,271,933373,348,0
172.16.0.5,781,4667410,1,265,933482,340,0
172.16.0.5,935,4645957,1,277,929191,357,0
172.16.0.5,769,4675215,1,271,935043,347,0
172.16.0.5,854,4657613,1,271,931522,349,0
172.16.0.5,943,4640767,1,271,928153,350,0
172.16.0.5,758,4671244,1,271,934248,348,0
172.16.0.5,933,4645748,1,277,929149,357,0
172.16.0.5,911,4654419,1,271,930883,349,0
172.16.0.5,796,4663047,1,271,932609,348,0
172.16.0.5,867,4667156,1,289,933431,371,0
172.16.0.5,752,4670339,1,271,934067,348,0
172.16.0.5,887,2339991,1,262,779997,447,0
172.16.0.5,942,4640783,1,271,928156,350,0
172.16.0.5,922,4650313,1,271,930062,349,0
172.16.0.5,880,4668884,1,271,933776,348,0
172.16.0.5,794,4663104,1,271,932620,348,0
172.16.0.5,648,6426112,26,269,38479,7051,0
172.16.0.5,853,4657621,1,271,931524,349,0
172.16.0.5,899,4661080,1,271,932216,348,0
172.16.0.5,776,4671381,1,271,934276,348,0
172.16.0.5,908,4654195,1,301,930839,388,0
172.16.0.5,788,4662509,1,271,932501,348,0
