SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,762,14139337,0,265,1087641,263,1
172.16.0.5,846,14139315,0,271,1087639,268,1
172.16.0.5,769,14138746,0,273,1087595,270,1
172.16.0.5,777,14143700,0,268,1087976,265,1
172.16.0.5,827,14139963,0,289,1087689,286,1
172.16.0.5,825,14139663,0,271,1087666,268,1
172.16.0.5,800,14135890,0,268,1087376,265,1
172.16.0.5,801,14136189,0,278,1087399,276,1
172.16.0.5,754,14138881,0,278,1087606,275,1
172.16.0.5,841,14134764,0,271,1087289,268,1
172.16.0.5,793,14135478,0,266,1087344,263,1
172.16.0.5,839,14135364,0,271,1087335,268,1
172.16.0.5,823,14143573,0,276,1087967,273,1
172.16.0.5,761,14139135,0,268,1087625,265,1
172.16.0.5,830,14139983,0,271,1087691,268,1
172.16.0.5,784,14139942,0,276,1087687,273,1
172.16.0.5,845,14135355,0,273,1087335,270,1
172.16.0.5,833,14139961,0,278,1087689,275,1
172.16.0.5,782,14139706,0,273,1087669,270,1
172.16.0.5,778,14143777,0,265,1087982,263,1
172.16.0.5,838,14139679,0,268,1087667,265,1
172.16.0.5,837,14140113,0,273,1087701,270,1
172.16.0.5,816,14144292,0,273,1088022,270,1
172.16.0.5,767,14138471,0,271,1087574,268,1
172.16.0.5,789,14135583,0,271,1087352,268,1
172.16.0.5,842,14134759,0,271,1087289,268,1
172.16.0.5,821,14143853,0,271,1285804,229,1
172.16.0.5,817,14144135,0,273,1088010,270,1
172.16.0.5,785,14139979,0,268,1087690,265,1
172.16.0.5,764,14138903,0,271,1087607,268,1
172.16.0.5,831,14139963,0,268,1087689,265,1
172.16.0.5,809,14135557,0,268,1087350,265,1
172.16.0.5,805,14136173,0,271,1087397,268,1
172.16.0.5,802,14136177,0,268,1087398,265,1
192.168.50.3,0,114200564,5,98,200000,490,0
172.16.0.5,770,14142825,0,271,1087909,268,1
172.16.0.5,840,14134892,0,271,1087299,268,1
172.16.0.5,797,11781813,1,274,1071073,279,1
172.16.0.5,808,14135591,0,271,1087353,268,1
172.16.0.5,781,14139649,0,268,1087665,265,1
172.16.0.5,772,14147488,0,271,1088268,268,1
172.16.0.5,749,14145517,0,265,1088116,263,1
172.16.0.5,843,14135047,0,278,1087311,276,1
172.16.0.5,834,14140073,0,271,1087697,268,1
172.16.0.5,790,14135874,0,276,1087374,273,1
172.16.0.5,757,14138773,0,271,1087597,268,1
172.16.0.5,818,14143993,0,268,1087999,265,1
172.16.0.5,751,14138813,0,286,1087601,283,1
172.16.0.5,815,14139962,0,268,1087689,265,1
172.16.0.5,799,14135892,0,268,1087376,265,1
172.16.0.5,755,14138862,0,271,1087604,268,1
172.16.0.5,806,14135758,0,276,1087366,273,1
172.16.0.5,774,14143360,0,268,1087950,265,1
172.16.0.5,750,14143270,0,276,1087943,273,1
172.16.0.5,832,14139972,0,271,1087690,268,1
172.16.0.5,796,14135885,0,271,1087375,268,1
172.16.0.5,763,14139197,0,271,1087630,268,1
172.16.0.5,822,14143498,0,263,1087961,260,1
172.16.0.5,786,14135574,0,271,1087351,268,1
172.16.0.5,812,14140107,0,273,1087700,270,1
172.16.0.5,791,14135554,0,273,1087350,271,1
172.16.0.5,780,14139794,0,273,1087676,270,1
172.16.0.5,783,14139630,0,268,1087663,265,1
172.16.0.5,826,14139658,0,273,1087666,270,1
172.16.0.5,824,14143866,0,283,1087989,280,1
172.16.0.5,775,14143351,0,271,1087950,268,1
172.16.0.5,771,14147299,0,268,1088253,265,1
172.16.0.5,795,14140178,0,281,1087706,278,1
172.16.0.5,776,14143546,0,271,1087965,268,1
172.16.0.5,760,14139192,0,268,1087630,265,1
172.16.0.5,753,14138839,0,268,1087603,265,1
172.16.0.5,804,14136174,0,271,1087398,268,1
172.16.0.5,759,14139173,0,268,1087628,265,1
172.16.0.5,756,14138797,0,268,1087599,265,1
172.16.0.5,829,14139968,0,265,1087689,263,1
172.16.0.5,787,14135525,0,271,1087348,268,1
172.16.0.5,788,14135531,0,268,1087348,265,1
172.16.0.5,773,14143211,0,268,1087939,265,1
172.16.0.5,810,14136184,0,276,1087398,273,1
172.16.0.5,766,14138544,0,273,1087580,270,1
172.16.0.5,648,15244822,30,270,32644,8289,0
172.16.0.5,792,14135324,0,263,1087332,260,1
172.16.0.5,779,14139791,0,266,1087676,263,1
172.16.0.5,819,14144165,0,268,1088012,265,1
172.16.0.5,820,14144149,0,271,1088011,268,1
172.16.0.5,844,14135057,0,268,1087312,265,1
172.16.0.5,835,14140248,0,271,1087711,268,1
172.16.0.5,811,14140309,0,271,1087716,268,1
172.16.0.5,803,14136136,0,273,1087395,270,1
172.16.0.5,768,14138682,0,273,1087590,270,1
172.16.0.5,836,14140249,0,265,1087711,263,1
172.16.0.5,814,14139961,0,289,1087689,286,1
172.16.0.5,798,14135964,0,265,1087381,263,1
172.16.0.5,794,14135671,0,268,1087359,265,1
172.16.0.5,813,14139969,0,268,1087689,265,1
172.16.0.5,758,14138998,0,271,1087615,268,1
172.16.0.5,828,11786597,1,271,1071508,275,1
172.16.0.5,807,14135607,0,276,1087354,273,1
172.16.0.5,765,14138570,0,268,1087582,265,1
172.16.0.5,752,14138837,0,271,1087602,268,1
