SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
192.168.50.8,55313,53,37735,80,53,3018867,0
192.168.50.6,64009,3,666666,77,3,51333333,0
172.16.0.5,754,57033,105,265,11406,27878,1
192.168.50.8,64352,23,86956,71,23,6173913,0
172.16.0.5,686,53893,185,263,5988,48948,1
192.168.50.8,58590,35,57142,85,35,4857142,0
192.168.50.6,54669,48,41666,78,48,3250000,0
192.168.50.8,54394,3,666666,80,3,53333333,0
192.168.50.6,52445,2,1000000,78,2,78000000,0
172.16.0.5,520,43186,185,275,6169,51035,1
172.16.0.5,590,32759,183,271,6551,49635,1
172.16.0.5,1020,32547,245,262,4649,64399,1
172.16.0.5,633,43540,183,266,6220,48966,1
192.168.50.8,65406,3,666666,88,3,58666666,0
192.168.50.9,54554,13836,1590,128,658,203527,0
192.168.50.8,64542,84,23809,75,84,1785714,0
192.168.50.9,41514,75790,2058,130,488,268425,0
172.16.0.5,517,53688,186,271,5965,50476,1
192.168.50.8,60228,4,500000,74,4,37000000,0
192.168.50.8,56796,2,1000000,73,2,73000000,0
203.154.100.126,443,96404,3350,1314,299,4405439,0
192.168.50.8,61358,8490,1648,103,653,170318,0
172.16.0.5,1016,32426,246,271,4632,66859,1
172.16.0.5,919,66602,180,274,6054,49367,1
172.16.0.5,748,43188,185,271,6169,50199,1
192.168.50.6,64951,115,52173,64,23,3339130,0
192.168.50.9,53350,51389,681,458,1511,312459,0
172.16.0.5,954,67584,147,274,7509,40630,1
192.168.50.6,56566,2,1000000,66,2,66000000,0
192.168.50.6,61625,5,800000,85,1,68000000,0
172.16.0.5,527,43164,139,271,8632,37670,1
172.16.0.5,519,53686,186,267,5965,49808,1
192.168.50.8,55627,2,1000000,74,2,74000000,0
192.168.50.9,45104,111,90090,153,12,13855855,0
172.16.0.5,758,67432,148,267,7492,39654,1
192.168.50.8,62035,43,46511,85,43,3953488,0
192.168.50.8,61708,8,250000,67,8,16750000,0
23.32.81.70,443,21633,4067,1160,248,4721166,0
192.168.50.6,60969,56,71428,80,18,5714285,0
172.16.0.5,518,53687,186,271,5965,50477,1
192.168.50.8,58984,3,666666,74,3,49333333,0
172.16.0.5,707,43180,138,271,8636,37656,1
172.16.0.5,725,43190,185,271,6170,50196,1
172.16.0.5,869,55242,181,271,6138,49056,1
192.168.50.6,50419,2,1000000,80,2,80000000,0
172.16.0.5,737,54013,222,271,4910,60207,0
192.168.50.8,56805,2,1000000,80,2,80000000,0
192.168.50.9,58956,4851,7833,140,131,1098742,0
192.168.50.9,53562,73400,1035,137,978,141852,0
192.168.50.9,58502,120404,6519,88,153,577223,0
172.16.0.5,861,66095,121,275,9442,33345,1
192.168.50.9,45938,85324,703,132,1446,93385,0
192.168.50.6,50292,53,75471,77,17,5811320,0
172.16.0.5,985,69038,130,271,8629,35328,1
172.16.0.5,783,67237,208,268,5172,55891,1
192.168.50.8,50254,3,666666,80,3,53333333,0
192.168.50.8,49895,2,1000000,83,2,83000000,0
192.168.50.8,49647,3,666666,79,3,52666666,0
192.168.50.8,61332,39408,1015,108,1010,110129,0
172.16.0.5,763,67383,103,273,11230,28419,1
172.16.0.5,703,53884,148,271,7697,40234,1
192.168.50.8,61327,43475,4370,301,230,1315583,0
192.168.50.6,56543,55524,3439,275,292,947121,0
172.16.0.5,816,66756,149,271,7417,40595,1
172.16.0.5,769,67355,148,274,7483,40769,1
192.168.50.9,59972,10106,2770,163,374,453591,0
172.16.0.5,868,55364,180,267,6151,48298,1
192.168.50.8,50009,8,250000,86,8,21500000,0
52.40.109.206,443,45997,565,304,1839,172272,0
192.168.50.6,64275,2,1000000,84,2,84000000,0
172.217.6.238,80,56296,2913,149,345,436123,0
192.168.50.9,43416,519,26974,74,39,1996146,0
192.168.50.6,56518,3,666666,66,3,44000000,0
192.168.50.6,61490,3,666666,67,3,44666666,0
172.16.0.5,876,65866,212,266,5066,56539,1
172.16.0.5,955,67655,147,271,7517,40056,1
192.168.50.8,61275,3,666666,88,3,58666666,0
192.168.50.8,50357,91,21978,84,91,1846153,0
172.16.0.5,888,65785,152,271,7309,41194,1
172.16.0.5,761,67409,118,266,9629,31627,1
172.16.0.5,825,55910,214,271,5082,58200,1
172.16.0.5,813,66782,149,271,7420,40579,1
192.168.50.8,61370,6763,2661,149,397,398343,0
192.168.50.6,52597,2,1000000,77,2,77000000,0
172.16.0.5,710,43261,115,271,10815,31321,1
192.168.50.8,64411,3,666666,85,3,56666666,0
192.168.50.6,60320,2,1000000,86,2,86000000,0
192.168.50.8,61345,26518,1357,84,757,114789,0
192.168.50.8,61341,27697,1227,85,839,105137,0
172.16.0.5,584,43528,183,262,6218,48152,1
192.168.50.9,36250,898795,409,110,2449,45193,0
172.16.0.5,539,54068,184,267,6007,49456,1
172.16.0.5,898,44208,135,289,8841,39223,1
172.16.0.5,700,53805,185,267,5978,49697,1
172.16.0.5,543,54035,148,275,7719,40788,1
192.168.50.9,43776,15467,3168,176,322,560160,0
192.168.50.8,51086,2,1000000,75,2,75000000,0
192.168.50.6,56546,2302,8688,141,121,1231103,0
172.16.0.5,777,67391,207,268,5183,55764,1
172.16.0.5,559,53762,186,271,5973,50407,1
172.16.0.5,807,66749,89,277,13349,24899,1
172.16.0.5,892,65841,151,267,7315,40612,1
192.168.50.8,61616,2,1000000,95,2,95000000,0
172.16.0.5,772,67342,148,271,7482,40242,1
172.16.0.5,1001,32728,213,271,5454,57962,1
68.67.180.12,443,48073,1851,502,546,929648,0
192.168.50.8,61016,2,1000000,74,2,74000000,0
192.168.50.6,52880,2,1000000,77,2,77000000,0
172.16.0.5,963,67590,177,271,6144,48113,1
172.16.0.5,797,56346,106,277,11269,29496,1
172.16.0.5,579,21368,280,277,4273,77779,0
192.168.50.8,61951,2,1000000,85,2,85000000,0
192.168.50.8,53322,3,666666,74,3,49333333,0
192.168.50.8,51832,4,500000,87,4,43500000,0
23.211.101.152,443,4689,3198,564,334,1807208,0
172.16.0.5,784,67236,208,276,5172,57498,1
172.16.0.5,512,43190,208,271,5398,56471,1
192.168.50.8,62506,2,1000000,84,2,84000000,0
172.16.0.5,734,54018,222,274,4910,60868,0
172.16.0.5,658,53838,148,275,7691,40937,1
172.16.0.5,628,21959,273,271,4391,74047,0
192.168.50.6,56286,75,53333,79,25,4213333,0
172.16.0.5,706,43172,138,265,8634,36829,1
192.168.50.6,52374,2,1000000,85,2,85000000,0
192.168.50.6,50650,2,1000000,84,2,84000000,0
