SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,979,14155410,0,271,1088877,268,1
172.16.0.5,940,14154679,0,276,1088821,273,1
172.16.0.5,837,14140181,0,273,1087706,270,1
172.16.0.5,774,14143475,0,268,1087959,265,1
172.16.0.5,994,11786590,1,268,1071508,272,1
172.16.0.5,749,14145573,0,265,1088121,263,1
172.16.0.5,969,14150504,0,271,1088500,268,1
172.16.0.5,799,14135948,0,268,1087380,265,1
172.16.0.5,756,14138775,0,268,1087598,265,1
172.16.0.5,879,14155690,0,271,1088899,268,1
172.16.0.5,961,14154805,0,281,1088831,278,1
172.16.0.5,822,14143662,0,263,1087974,260,1
172.16.0.5,783,14139704,0,268,1087669,265,1
172.16.0.5,826,14139720,0,273,1087670,270,1
172.16.0.5,860,14143210,0,268,1087939,265,1
172.16.0.5,754,14138824,0,278,1087601,275,1
172.16.0.5,955,14151069,0,271,1088543,268,1
172.16.0.5,959,14150527,0,265,1088502,263,1
172.16.0.5,910,14164289,0,271,1089560,267,1
172.16.0.5,896,14168628,0,266,1089894,262,1
172.16.0.5,780,14139879,0,273,1087683,270,1
172.16.0.5,830,14140012,0,271,1087693,268,1
172.16.0.5,847,14139415,0,268,1087647,265,1
172.16.0.5,981,14155321,0,265,1088870,262,1
172.16.0.5,922,14156479,0,276,1088959,273,1
172.16.0.5,884,14159860,0,268,1089220,265,1
172.16.0.5,855,14143492,0,271,1087960,268,1
172.16.0.5,920,14156506,0,273,1088962,270,1
172.16.0.5,846,14139421,0,271,1087647,268,1
172.16.0.5,859,14143259,0,266,1087943,263,1
172.16.0.5,921,14156496,0,273,1088961,270,1
172.16.0.5,769,14138833,0,273,1087602,270,1
172.16.0.5,986,14164922,0,265,1089609,262,1
172.16.0.5,973,14150729,0,266,1088517,263,1
172.16.0.5,763,14139244,0,271,1087634,268,1
172.16.0.5,761,14139338,0,268,1087641,265,1
172.16.0.5,976,14151083,0,271,1088544,268,1
172.16.0.5,934,14151692,0,273,1088591,270,1
172.16.0.5,916,14155892,0,271,1088914,268,1
172.16.0.5,902,14172671,0,271,1090205,267,1
172.16.0.5,912,14155906,0,271,1088915,268,1
172.16.0.5,848,14139297,0,273,1087638,270,1
172.16.0.5,757,14138775,0,271,1087598,268,1
172.16.0.5,867,11780126,1,280,1070920,285,0
172.16.0.5,903,14168341,0,268,1089872,265,1
172.16.0.5,841,14134929,0,271,1087302,268,1
172.16.0.5,792,14135452,0,263,1087342,260,1
172.16.0.5,798,14135991,0,265,1087383,263,1
172.16.0.5,945,14155138,0,268,1088856,265,1
172.16.0.5,909,14164282,0,271,1089560,267,1
172.16.0.5,825,14139759,0,271,1087673,268,1
172.16.0.5,833,14139938,0,278,1087687,275,1
172.16.0.5,862,14143225,0,271,1087940,268,1
172.16.0.5,843,14135103,0,278,1087315,276,1
172.16.0.5,990,14160531,0,265,1089271,262,1
172.16.0.5,811,14140328,0,271,1087717,268,1
172.16.0.5,766,14138586,0,273,1087583,270,1
172.16.0.5,898,14172957,0,281,1090227,277,1
172.16.0.5,991,11786192,1,271,1071472,276,1
172.16.0.5,750,14143313,0,276,1087947,273,1
172.16.0.5,941,14155109,0,273,1088854,270,1
172.16.0.5,795,14140256,0,281,1087712,278,1
172.16.0.5,777,14143761,0,268,1087981,265,1
172.16.0.5,819,14144208,0,268,1088016,265,1
172.16.0.5,796,14135916,0,271,1087378,268,1
172.16.0.5,875,14151554,0,271,1088581,268,1
172.16.0.5,978,14150870,0,263,1088528,260,1
172.16.0.5,785,14139991,0,268,1087691,265,1
172.16.0.5,794,14135675,0,268,1087359,265,1
172.16.0.5,789,14135680,0,271,1087360,268,1
172.16.0.5,778,14143921,0,265,1087993,263,1
172.16.0.5,992,11786292,1,277,1071481,282,1
172.16.0.5,863,14143403,0,268,1087954,265,1
172.16.0.5,760,14139115,0,268,1087624,265,1
172.16.0.5,935,14159888,0,273,1089222,270,1
172.16.0.5,876,14155402,0,266,1088877,263,1
172.16.0.5,948,14151040,0,263,1088541,260,1
172.16.0.5,970,14150408,0,278,1088492,275,1
172.16.0.5,917,14156468,0,276,1088959,273,1
172.16.0.5,942,14155110,0,271,1088854,268,1
172.16.0.5,840,14134980,0,271,1087306,268,1
172.16.0.5,770,14142920,0,271,1087916,268,1
172.16.0.5,786,14135663,0,271,1087358,268,1
172.16.0.5,949,14151160,0,266,1088550,263,1
172.16.0.5,815,14140014,0,268,1087693,265,1
172.16.0.5,759,14139134,0,268,1087625,265,1
172.16.0.5,899,14172956,0,268,1090227,265,1
172.16.0.5,878,14155657,0,289,1088896,285,0
172.16.0.5,950,14151208,0,263,1088554,260,1
172.16.0.5,944,14155502,0,271,1088884,268,1
172.16.0.5,805,14136292,0,271,1087407,268,1
172.16.0.5,967,14150600,0,271,1088507,268,1
172.16.0.5,752,14138846,0,271,1087603,268,1
172.16.0.5,877,14155394,0,273,1088876,270,1
172.16.0.5,913,14155896,0,273,1088915,270,1
172.16.0.5,919,14156475,0,273,1088959,270,1
172.16.0.5,966,14150432,0,273,1088494,270,1
172.16.0.5,808,14135788,0,271,1087368,268,1
172.16.0.5,838,14139755,0,268,1087673,265,1
172.16.0.5,989,14164515,0,273,1089578,270,1
172.16.0.5,810,14136255,0,276,1087404,273,1
172.16.0.5,995,11790916,1,271,1071901,275,1
172.16.0.5,977,14151071,0,271,1088543,268,1
172.16.0.5,946,14155125,0,268,1088855,265,1
172.16.0.5,851,14143798,0,271,1087984,268,1
172.16.0.5,890,14168149,0,271,1089857,267,1
172.16.0.5,784,14139982,0,276,1087690,273,1
172.16.0.5,864,14143517,0,273,1087962,270,1
172.16.0.5,813,14140052,0,268,1087696,265,1
172.16.0.5,956,14150907,0,273,1088531,270,1
172.16.0.5,852,14143700,0,273,1087976,270,1
172.16.0.5,897,14168629,0,271,1089894,267,1
172.16.0.5,807,14135627,0,276,1087355,273,1
172.16.0.5,806,14135854,0,276,1087373,273,1
172.16.0.5,803,14136214,0,273,1087401,270,1
172.16.0.5,943,14155133,0,271,1088856,268,1
172.16.0.5,937,14154980,0,268,1088844,265,1
172.16.0.5,933,14151678,0,273,1088590,270,1
172.16.0.5,926,14156051,0,268,1088927,265,1
172.16.0.5,907,14164569,0,268,1287688,227,1
172.16.0.5,849,14139204,0,273,1087631,270,1
172.16.0.5,787,14135636,0,271,1087356,268,1
172.16.0.5,925,14156484,0,271,1088960,268,1
172.16.0.5,901,14172681,0,273,1090206,270,1
172.16.0.5,968,14150481,0,271,1088498,268,1
172.16.0.5,856,14143483,0,265,1087960,263,1
172.16.0.5,772,14147524,0,271,1088271,268,1
172.16.0.5,869,14139469,0,271,1087651,268,1
172.16.0.5,824,14143912,0,283,1087993,280,1
172.16.0.5,957,14150769,0,268,1088520,265,1
172.16.0.5,885,14160051,0,276,1089234,273,1
172.16.0.5,793,14135537,0,266,1087349,263,1
172.16.0.5,868,14139306,0,268,1087638,265,1
172.16.0.5,958,14150514,0,268,1088501,265,1
172.16.0.5,844,14135108,0,268,1087316,265,1
172.16.0.5,758,14138996,0,271,1087615,268,1
172.16.0.5,850,14139471,0,276,1087651,273,1
172.16.0.5,888,14159993,0,271,1287272,229,1
172.16.0.5,858,14143486,0,271,1087960,268,1
172.16.0.5,781,14139755,0,268,1087673,265,1
172.16.0.5,980,14155404,0,271,1088877,268,1
172.16.0.5,971,14150485,0,271,1088498,268,1
172.16.0.5,842,14134828,0,271,1087294,268,1
192.168.50.3,0,25600762,5,98,200005,493,0
172.16.0.5,872,14143481,0,268,1087960,265,1
172.16.0.5,914,14155901,0,273,1088915,270,1
172.16.0.5,891,14168122,0,271,1089855,267,1
172.16.0.5,870,14139408,0,273,1087646,270,1
172.16.0.5,965,14150369,0,268,1088489,265,1
172.16.0.5,939,14154799,0,271,1088830,268,1
172.16.0.5,906,14168911,0,276,1089916,272,1
172.16.0.5,993,11786429,1,268,1071493,272,1
172.16.0.5,953,14151101,0,271,1088546,268,1
172.16.0.5,928,14155995,0,268,1088922,265,1
172.16.0.5,893,14168324,0,273,1089871,270,1
172.16.0.5,866,14143780,0,271,1087983,268,1
172.16.0.5,845,14135417,0,273,1087339,270,1
172.16.0.5,762,14139408,0,265,1087646,263,1
172.16.0.5,880,14155653,0,263,1088896,260,1
172.16.0.5,873,14143409,0,268,1285764,227,1
172.16.0.5,894,14164560,0,273,1089581,270,1
172.16.0.5,788,14135684,0,268,1087360,265,1
172.16.0.5,804,14136236,0,271,1087402,268,1
172.16.0.5,828,11786489,1,271,1071499,275,1
172.16.0.5,871,14139308,0,273,1087639,270,1
172.16.0.5,839,14135433,0,271,1087341,268,1
172.16.0.5,874,14151642,0,266,1088587,263,1
172.16.0.5,768,14138680,0,273,1087590,270,1
172.16.0.5,823,14143669,0,276,1087974,273,1
172.16.0.5,797,11781994,1,274,1071090,279,1
172.16.0.5,962,14154811,0,268,1088831,265,1
172.16.0.5,834,14140120,0,271,1087701,268,1
172.16.0.5,984,14160590,0,265,1089276,262,1
172.16.0.5,997,11790561,1,265,1071869,269,1
172.16.0.5,927,14155905,0,271,1088915,268,1
172.16.0.5,915,14155826,0,271,1088909,268,1
172.16.0.5,932,14155857,0,268,1088912,265,1
172.16.0.5,802,14136218,0,268,1087401,265,1
172.16.0.5,924,14156483,0,271,1088960,268,1
172.16.0.5,821,14143807,0,271,1285800,229,1
172.16.0.5,751,14138989,0,286,1087614,283,1
172.16.0.5,985,14160528,0,268,1089271,265,1
