SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,992,11786301,1,277,1071481,282,1
172.16.0.5,920,14156487,0,273,1088960,270,1
172.16.0.5,987,14164876,0,273,1089605,270,1
172.16.0.5,1010,11787476,1,271,1071588,275,1
172.16.0.5,871,14139252,0,273,1087634,270,1
172.16.0.5,799,14135890,0,268,1087376,265,1
172.16.0.5,789,14135593,0,271,1087353,268,1
172.16.0.5,787,14135634,0,271,1087356,268,1
172.16.0.5,935,14159811,0,273,1089216,270,1
172.16.0.5,537,11785739,1,268,1071430,272,1
172.16.0.5,527,11784885,1,271,1071353,275,1
172.16.0.5,924,14156476,0,271,1088959,268,1
172.16.0.5,938,14154999,0,271,1088846,268,1
172.16.0.5,976,14150997,0,271,1088538,268,1
172.16.0.5,934,14151566,0,273,1088582,270,1
172.16.0.5,975,14151007,0,273,1088539,270,1
172.16.0.5,757,14138722,0,271,1087594,268,1
172.16.0.5,798,14135889,0,265,1087376,263,1
172.16.0.5,937,14155028,0,268,1088848,265,1
172.16.0.5,858,14143436,0,271,1087956,268,1
172.16.0.5,1018,11778805,1,274,1070800,279,1
172.16.0.5,819,14144143,0,268,1088011,265,1
172.16.0.5,945,14155029,0,268,1088848,265,1
172.16.0.5,910,14164331,0,271,1089563,267,1
172.16.0.5,827,14139914,0,289,1087685,286,1
172.16.0.5,529,11784877,1,271,1071352,275,1
172.16.0.5,900,14172679,0,271,1090206,267,1
172.16.0.5,991,11786200,1,271,1071472,276,1
172.16.0.5,1006,11791652,1,271,1071968,275,1
172.16.0.5,942,14155015,0,271,1088847,268,1
172.16.0.5,853,14143479,0,283,1087959,280,1
172.16.0.5,525,11785181,1,268,1071380,272,1
172.16.0.5,979,14155326,0,271,1088871,268,1
172.16.0.5,861,14143155,0,273,1087935,270,1
172.16.0.5,518,11784023,1,271,1071274,275,1
172.16.0.5,892,14168244,0,268,1089864,265,1
172.16.0.5,912,14155941,0,271,1088918,268,1
172.16.0.5,749,14145466,0,265,1088112,263,1
172.16.0.5,860,14143154,0,268,1087934,265,1
172.16.0.5,859,14143162,0,266,1087935,263,1
172.16.0.5,940,14154615,0,276,1088816,273,1
172.16.0.5,765,14138475,0,268,1087575,265,1
172.16.0.5,841,14134799,0,271,1087292,268,1
172.16.0.5,517,11784017,1,271,1071274,275,1
172.16.0.5,952,14151000,0,276,1088538,273,1
172.16.0.5,817,14144157,0,273,1088012,270,1
172.16.0.5,1016,11778806,1,271,1070800,276,1
172.16.0.5,925,14156486,0,271,1088960,268,1
172.16.0.5,840,14134905,0,271,1087300,268,1
172.16.0.5,752,14138760,0,271,1087596,268,1
172.16.0.5,887,14159900,0,274,1287263,232,1
172.16.0.5,939,14154753,0,271,1088827,268,1
172.16.0.5,755,14138750,0,271,1087596,268,1
172.16.0.5,966,14150423,0,273,1088494,270,1
172.16.0.5,761,14139190,0,268,1087630,265,1
172.16.0.5,929,14155906,0,271,1088915,268,1
172.16.0.5,769,14138756,0,273,1087596,270,1
172.16.0.5,854,14143430,0,271,1087956,268,1
172.16.0.5,962,14154758,0,268,1088827,265,1
172.16.0.5,1002,11790938,1,268,1071903,272,1
172.16.0.5,989,14164580,0,273,1089583,270,1
172.16.0.5,988,14164576,0,265,1089582,262,1
172.16.0.5,948,14151001,0,263,1088538,260,1
172.16.0.5,943,14154998,0,271,1088846,268,1
172.16.0.5,803,14136175,0,273,1087398,270,1
172.16.0.5,831,14139963,0,268,1087689,265,1
172.16.0.5,532,11785601,1,271,1071418,275,1
172.16.0.5,941,14155043,0,273,1088849,270,1
