SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,871,4667636,1,277,933527,356,0
172.16.0.5,895,4660834,1,289,932166,372,0
172.16.0.5,889,4664353,1,271,932870,348,0
172.16.0.5,942,4640785,1,271,928157,350,0
172.16.0.5,885,4668888,1,277,933777,355,0
172.16.0.5,876,4666871,1,265,933374,341,0
172.16.0.5,830,4663383,1,265,932676,340,0
172.16.0.5,932,4649939,1,265,929987,341,0
172.16.0.5,877,4666815,1,271,933363,348,0
172.16.0.5,751,4670561,1,271,934112,348,0
172.16.0.5,780,4667556,1,277,933511,356,0
172.16.0.5,815,4668528,1,265,933705,340,0
172.16.0.5,784,4667119,1,277,933423,356,0
172.16.0.5,935,4645889,1,277,929177,357,0
172.16.0.5,820,4668165,1,277,933633,356,0
172.16.0.5,775,4671170,1,271,934234,348,0
172.16.0.5,855,4657623,1,271,931524,349,0
172.16.0.5,852,4657770,1,277,931554,356,0
172.16.0.5,756,4670577,1,271,934115,348,0
172.16.0.5,922,4650315,1,271,930063,349,0
172.16.0.5,806,4667566,1,283,933513,363,0
172.16.0.5,867,4667184,1,289,933436,371,0
172.16.0.5,875,4666926,1,271,933385,348,0
172.16.0.5,758,4671300,1,271,934260,348,0
172.16.0.5,783,4667123,1,271,933424,348,0
172.16.0.5,921,4650321,1,277,930064,357,0
172.16.0.5,761,4671260,1,265,934252,340,0
172.16.0.5,861,4657908,1,271,931581,349,0
172.16.0.5,816,4668579,1,271,933715,348,0
172.16.0.5,947,4640839,1,271,928167,350,0
172.16.0.5,939,4641121,1,271,928224,350,0
172.16.0.5,901,4661067,1,271,932213,348,0
172.16.0.5,838,4663107,1,271,932621,348,0
172.16.0.5,827,4663631,1,277,932726,356,0
172.16.0.5,909,4654129,1,271,930825,349,0
172.16.0.5,926,4650276,1,277,930055,357,0
172.16.0.5,763,4675423,1,277,935084,355,0
172.16.0.5,882,4668885,1,271,933777,348,0
172.16.0.5,940,4640977,1,283,928195,365,0
172.16.0.5,842,4658243,1,265,931648,341,0
172.16.0.5,764,4675124,1,277,935024,355,0
172.16.0.5,864,4667107,1,277,933421,356,0
172.16.0.5,788,4662511,1,271,932502,348,0
172.16.0.5,810,4667431,1,271,933486,348,0
172.16.0.5,797,4667378,1,277,933475,356,0
172.16.0.5,908,4654133,1,301,930826,388,0
172.16.0.5,900,4661024,1,271,932204,348,0
172.16.0.5,843,4658244,1,289,931648,372,0
172.16.0.5,782,4667412,1,271,933482,348,0
172.16.0.5,760,4671173,1,271,934234,348,0
172.16.0.5,776,4671314,1,271,934262,348,0
172.16.0.5,849,4657846,1,271,931569,349,0
172.16.0.5,924,4650418,1,271,930083,349,0
172.16.0.5,807,4667430,1,271,933486,348,0
172.16.0.5,825,4663390,1,265,932678,341,0
172.16.0.5,753,4670289,1,265,934057,340,0
172.16.0.5,749,4672937,1,265,934587,340,0
172.16.0.5,802,4667429,1,271,933485,348,0
172.16.0.5,846,4658147,1,271,931629,349,0
172.16.0.5,777,4671457,1,271,934291,348,0
172.16.0.5,929,4650127,1,271,930025,349,0
172.16.0.5,916,4650034,1,271,930006,349,0
172.16.0.5,911,4654415,1,271,930883,349,0
172.16.0.5,819,4668166,1,259,933633,333,0
172.16.0.5,796,4663148,1,271,932629,348,0
172.16.0.5,794,4663092,1,271,932618,348,0
172.16.0.5,874,4666875,1,271,933375,348,0
172.16.0.5,847,4658134,1,265,931626,341,0
172.16.0.5,805,4667378,1,271,933475,348,0
172.16.0.5,832,4663399,1,277,932679,356,0
172.16.0.5,773,4671029,1,265,934205,340,0
172.16.0.5,925,4650371,1,271,930074,349,0
172.16.0.5,822,4667733,1,271,933546,348,0
172.16.0.5,648,6426063,26,269,38479,7051,0
172.16.0.5,801,4667422,1,271,933484,348,0
172.16.0.5,772,4675220,1,271,935044,347,0
172.16.0.5,792,4662803,1,271,932560,348,0
172.16.0.5,813,4667095,1,265,933419,340,0
172.16.0.5,770,4674930,1,265,934986,340,0
172.16.0.5,894,4660788,1,271,932157,349,0
172.16.0.5,865,4667303,1,265,933460,340,0
172.16.0.5,804,4667427,1,271,933485,348,0
172.16.0.5,883,4668743,1,271,933748,348,0
172.16.0.5,899,4661028,1,271,932205,348,0
172.16.0.5,946,4640883,1,265,928176,342,0
172.16.0.5,879,4668838,1,277,933767,355,0
172.16.0.5,873,4667008,0,271,1555669,232,0
172.16.0.5,754,4670598,1,271,934119,348,0
172.16.0.5,833,4663455,1,271,932691,348,0
172.16.0.5,821,4667894,0,280,1555964,239,0
172.16.0.5,818,4668271,1,265,933654,340,0
172.16.0.5,812,4667286,1,277,933457,356,0
172.16.0.5,793,4662952,1,259,932590,333,0
172.16.0.5,774,4671169,1,271,934233,348,0
172.16.0.5,893,4664836,1,277,932967,356,0
172.16.0.5,860,4657854,1,271,931570,349,0
172.16.0.5,791,4662848,1,265,932569,341,0
172.16.0.5,863,4666722,1,265,933344,340,0
172.16.0.5,781,4667411,1,265,933482,340,0
172.16.0.5,762,4671120,1,265,934224,340,0
172.16.0.5,941,4640843,1,265,928168,342,0
172.16.0.5,918,4650031,1,271,930006,349,0
172.16.0.5,884,4668732,1,265,933746,340,0
172.16.0.5,839,4658789,1,271,931757,349,0
172.16.0.5,857,4657904,1,277,931580,356,0
172.16.0.5,919,4650078,1,271,930015,349,0
172.16.0.5,903,4656786,1,271,931357,349,0
172.16.0.5,844,4658192,1,265,931638,341,0
172.16.0.5,786,4662786,1,271,932557,348,0
172.16.0.5,831,4663390,1,271,932678,348,0
172.16.0.5,826,4663395,1,271,932679,348,0
172.16.0.5,897,4660790,1,271,932158,348,0
172.16.0.5,868,4667301,1,265,933460,340,0
172.16.0.5,943,4640781,1,271,928156,350,0
172.16.0.5,803,4667420,1,277,933484,356,0
172.16.0.5,869,4667443,1,271,933488,348,0
172.16.0.5,755,4670629,1,271,934125,348,0
172.16.0.5,851,4657906,1,271,931581,349,0
172.16.0.5,881,4668886,1,271,933777,348,0
172.16.0.5,866,4667296,1,271,933459,348,0
172.16.0.5,854,4657570,1,271,931514,349,0
172.16.0.5,898,4661068,1,295,932213,379,0
172.16.0.5,936,4641124,1,271,928224,350,0
172.16.0.5,779,4667600,1,265,933520,340,0
172.16.0.5,769,4675232,1,271,935046,347,0
172.16.0.5,906,4656784,1,271,931356,349,0
172.16.0.5,828,4663618,1,271,932723,348,0
172.16.0.5,931,4649934,1,271,929986,350,0
172.16.0.5,878,4668542,1,307,933708,394,0
172.16.0.5,890,4664262,1,271,932852,348,0
172.16.0.5,930,4650082,1,271,930016,349,0
172.16.0.5,759,4671173,1,265,934234,340,0
172.16.0.5,887,2339955,1,262,779985,447,0
172.16.0.5,750,4670652,1,277,934130,355,0
172.16.0.5,778,4671645,1,259,934329,332,0
172.16.0.5,944,4640832,1,271,928166,350,0
172.16.0.5,937,4641175,1,271,928235,350,0
172.16.0.5,840,4658676,1,277,931735,356,0
172.16.0.5,817,4668437,1,277,933687,356,0
172.16.0.5,912,4650131,1,271,930026,349,0
172.16.0.5,870,4667727,1,277,933545,356,0
172.16.0.5,904,4656741,1,271,931348,349,0
172.16.0.5,765,4674937,1,271,934987,347,0
172.16.0.5,888,4664549,1,271,932909,348,0
172.16.0.5,836,4663394,1,265,932678,340,0
172.16.0.5,905,4656744,1,271,931348,349,0
172.16.0.5,799,4667429,1,271,933485,348,0
172.16.0.5,809,4667426,1,265,933485,340,0
172.16.0.5,859,4657863,1,265,931572,341,0
172.16.0.5,785,4667123,1,271,933424,348,0
172.16.0.5,927,4650077,1,271,930015,349,0
172.16.0.5,837,4663200,1,277,932640,356,0
172.16.0.5,880,4668885,1,271,933777,348,0
172.16.0.5,848,4658050,1,277,931610,356,0
172.16.0.5,823,4667582,1,277,933516,356,0
172.16.0.5,862,4662242,1,271,932448,348,0
172.16.0.5,757,4670865,1,277,934173,355,0
172.16.0.5,829,4663637,1,271,932727,348,0
172.16.0.5,933,4645745,1,277,929149,357,0
172.16.0.5,835,4663679,1,271,932735,348,0
172.16.0.5,841,4658476,1,271,931695,349,0
172.16.0.5,768,4675068,1,271,935013,347,0
172.16.0.5,914,4650082,1,271,930016,349,0
172.16.0.5,907,4652357,1,271,930471,349,0
172.16.0.5,787,4662512,1,265,932502,341,0
172.16.0.5,766,4674889,1,271,934977,347,0
172.16.0.5,928,4650082,1,265,930016,341,0
172.16.0.5,858,4657859,1,271,931571,349,0
172.16.0.5,902,4661078,1,271,932215,348,0
172.16.0.5,934,4646027,1,277,929205,357,0
172.16.0.5,923,4650416,1,271,930083,349,0
172.16.0.5,856,4657617,1,265,931523,341,0
172.16.0.5,853,4657624,1,271,931524,349,0
172.16.0.5,824,4667644,1,259,933528,332,0
172.16.0.5,896,4660790,1,265,932158,341,0
172.16.0.5,892,4664354,1,265,932870,340,0
172.16.0.5,872,4667397,1,271,933479,348,0
172.16.0.5,945,4640835,1,265,928167,343,0
172.16.0.5,915,4650130,1,271,930026,349,0
172.16.0.5,814,4668868,1,307,933773,394,0
172.16.0.5,910,4658420,1,271,931684,349,0
172.16.0.5,850,4657910,1,271,931582,349,0
172.16.0.5,798,4667475,1,271,933495,348,0
172.16.0.5,891,4664213,1,271,932842,348,0
172.16.0.5,752,4670342,1,271,934068,348,0
172.16.0.5,845,4658150,1,271,931630,349,0
172.16.0.5,913,4650133,1,271,930026,349,0
172.16.0.5,920,4650087,1,289,930017,372,0
172.16.0.5,800,4667426,1,265,933485,340,0
172.16.0.5,771,4675073,1,265,935014,340,0
172.16.0.5,917,4650077,1,271,930015,349,0
172.16.0.5,811,4667420,1,271,933484,348,0
172.16.0.5,789,4662515,1,271,932503,348,0
172.16.0.5,808,4667382,1,271,933476,348,0
172.16.0.5,938,4641120,1,271,928224,350,0
172.16.0.5,795,4667420,1,289,933484,371,0
172.16.0.5,767,4674932,1,271,934986,347,0
172.16.0.5,790,4662806,1,277,932561,356,0
172.16.0.5,886,4668890,1,271,933778,348,0
172.16.0.5,834,4663539,1,271,932707,348,0
