SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,751,9427158,1,271,1047462,287,1
172.16.0.5,864,9427955,1,274,1047550,291,1
172.16.0.5,775,9428293,1,271,1047588,287,1
172.16.0.5,763,9431915,1,274,1047990,291,1
172.16.0.5,797,9416368,1,274,1046263,291,1
172.16.0.5,813,9424465,1,267,1047162,283,1
172.16.0.5,870,9428325,1,274,1047591,291,1
172.16.0.5,790,9420189,1,274,1046687,291,1
172.16.0.5,830,9428272,1,271,1047585,287,1
172.16.0.5,789,9420186,1,271,1046687,287,1
172.16.0.5,812,9420333,1,274,1046703,291,1
172.16.0.5,818,9424282,1,267,1047142,283,1
172.16.0.5,840,9428137,1,274,1047570,291,1
172.16.0.5,883,9432524,1,271,1048058,287,1
172.16.0.5,896,9429151,1,267,1047683,283,1
172.16.0.5,834,9432764,1,271,1048084,287,1
172.16.0.5,827,9428278,1,292,1047586,310,0
172.16.0.5,835,9432950,1,271,1048105,287,1
172.16.0.5,772,9432327,1,271,1048036,287,1
172.16.0.5,805,9415849,1,271,1046205,287,1
172.16.0.5,792,9420785,1,263,1046753,280,1
172.16.0.5,867,9428042,1,281,1047560,298,1
172.16.0.5,807,9416129,1,274,1046236,291,1
172.16.0.5,873,9427894,0,271,1346842,229,1
172.16.0.5,783,9424536,1,267,1047170,283,1
172.16.0.5,757,9427465,1,271,1047496,287,1
172.16.0.5,871,9428139,1,274,1047571,291,1
172.16.0.5,794,9420761,1,263,1046751,280,1
172.16.0.5,765,9431474,1,271,1047941,287,1
172.16.0.5,808,9415841,1,271,1046204,287,1
172.16.0.5,845,9427989,1,271,1047554,287,1
192.168.50.3,0,11600140,5,98,200002,498,0
172.16.0.5,869,9428282,1,271,1047586,287,1
172.16.0.5,806,9415996,1,281,1046221,299,1
172.16.0.5,888,9432907,0,271,1347558,229,1
172.16.0.5,860,9427704,1,267,1047522,283,1
172.16.0.5,795,9420746,1,281,1046749,299,1
172.16.0.5,810,9416137,1,271,1046237,287,1
172.16.0.5,843,9427994,1,281,1047554,298,1
172.16.0.5,768,9431902,1,274,1047989,291,1
172.16.0.5,833,9432616,1,281,1048068,298,1
172.16.0.5,791,9421109,1,278,1046789,295,1
172.16.0.5,837,9432758,1,278,1048084,294,1
172.16.0.5,885,9432907,1,278,1048100,294,1
172.16.0.5,886,9432910,1,271,1048101,287,1
172.16.0.5,815,9424522,1,267,1047169,283,1
172.16.0.5,760,9431763,1,267,1047973,283,1
172.16.0.5,854,9428041,1,271,1047560,287,1
172.16.0.5,648,10729746,29,270,33635,8065,0
172.16.0.5,759,9432050,1,267,1048005,283,1
172.16.0.5,778,9428728,1,263,1047636,279,1
172.16.0.5,770,9431988,1,267,1047998,283,1
172.16.0.5,880,9432664,1,260,1048073,275,1
172.16.0.5,829,9428280,1,267,1047586,283,1
172.16.0.5,831,9428281,1,271,1047586,287,1
172.16.0.5,858,9428000,1,271,1047555,287,1
172.16.0.5,853,9427995,1,289,1047555,306,0
172.16.0.5,771,9432191,1,267,1048021,283,1
172.16.0.5,861,9427708,1,274,1047523,291,1
172.16.0.5,817,9424376,1,274,1047152,291,1
172.16.0.5,781,9424570,1,267,1047174,283,1
172.16.0.5,777,9428570,1,267,1047618,283,1
172.16.0.5,856,9427994,1,263,1047554,279,1
172.16.0.5,884,9432472,1,267,1048052,283,1
172.16.0.5,846,9427985,1,271,1047553,287,1
172.16.0.5,749,9433884,1,263,1048209,279,1
172.16.0.5,823,9432444,1,274,1048049,291,1
172.16.0.5,816,9424517,1,271,1047168,287,1
