SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,662,4773955,1,277,954791,348,1
172.16.0.5,782,4759750,1,277,951950,349,1
172.16.0.5,827,4765087,1,301,953017,379,1
172.16.0.5,744,4782459,1,265,956491,332,1
172.16.0.5,716,4777145,1,271,955429,340,1
172.16.0.5,718,4777282,1,265,955456,332,1
172.16.0.5,700,4769037,1,265,953807,333,1
172.16.0.5,800,4769288,1,271,953857,340,1
172.16.0.5,763,4771902,1,265,954380,333,1
172.16.0.5,724,4778148,1,277,955629,347,1
172.16.0.5,711,4776995,1,265,955399,332,1
172.16.0.5,710,4777135,1,283,955427,355,1
172.16.0.5,697,4773667,1,265,954733,333,1
172.16.0.5,676,4769475,1,277,953895,348,1
172.16.0.5,810,4764653,1,271,952930,341,1
172.16.0.5,684,4769908,1,277,953981,348,1
172.16.0.5,751,4775667,1,307,955133,385,1
172.16.0.5,757,4776101,1,265,955220,332,1
172.16.0.5,640,4756628,1,265,951325,334,1
172.16.0.5,748,4778270,1,271,955654,340,1
172.16.0.5,665,4778288,1,271,955657,340,1
172.16.0.5,821,4769148,1,265,953829,333,1
172.16.0.5,799,4764958,1,265,952991,333,1
172.16.0.5,677,4769332,1,271,953866,340,1
172.16.0.5,823,4769280,1,271,953856,340,1
172.16.0.5,769,4763379,1,277,952675,348,1
172.16.0.5,669,4774816,1,271,954963,340,1
172.16.0.5,815,4764945,1,271,952989,341,1
172.16.0.5,698,4773667,1,271,954733,340,1
172.16.0.5,673,4769906,1,271,953981,340,1
172.16.0.5,758,4776243,1,271,955248,340,1
172.16.0.5,660,4774097,1,277,954819,348,1
172.16.0.5,753,4775948,1,271,955189,340,1
172.16.0.5,707,4769044,1,271,953808,340,1
172.16.0.5,816,4765236,1,277,953047,348,1
172.16.0.5,714,4777138,1,265,955427,332,1
172.16.0.5,832,4763930,1,265,952786,334,1
172.16.0.5,792,4768850,1,259,953770,325,0
172.16.0.5,713,4777290,1,277,955458,347,1
172.16.0.5,783,4763941,1,265,952788,333,1
172.16.0.5,693,4769331,1,271,953866,340,1
172.16.0.5,671,4774533,1,271,954906,340,1
172.16.0.5,824,4771018,1,307,954203,386,1
172.16.0.5,641,4756628,1,271,951325,341,1
172.16.0.5,638,4759044,1,259,951808,326,0
172.16.0.5,723,4778150,1,265,955630,332,1
172.16.0.5,722,4777715,1,259,955543,325,0
172.16.0.5,771,4763521,1,271,952704,341,1
172.16.0.5,686,4769904,1,265,953980,333,1
172.16.0.5,818,4765243,1,271,953048,341,1
172.16.0.5,658,4774243,1,283,954848,355,1
172.16.0.5,661,4773957,1,271,954791,340,1
172.16.0.5,813,4764654,1,271,952930,341,1
172.16.0.5,728,4777710,1,271,955542,340,1
172.16.0.5,773,4763524,1,271,952704,341,1
172.16.0.5,793,4773329,1,271,954665,340,1
172.16.0.5,639,4761248,1,271,952249,341,1
172.16.0.5,682,4769329,1,271,953865,340,1
172.16.0.5,785,4763792,1,265,952758,333,1
172.16.0.5,770,4763524,1,277,952704,348,1
172.16.0.5,649,4769633,1,271,953926,340,1
172.16.0.5,701,4769039,1,271,953807,340,1
172.16.0.5,690,4769623,1,271,953924,340,1
172.16.0.5,732,4777571,1,271,955514,340,1
172.16.0.5,814,4764947,1,277,952989,348,1
172.16.0.5,691,4769623,1,271,953924,340,1
172.16.0.5,647,4769640,1,271,953928,340,1
172.16.0.5,726,4777716,1,265,955543,332,1
172.16.0.5,739,4782322,1,271,956464,340,1
172.16.0.5,663,4782628,1,271,956525,339,1
172.16.0.5,667,4778290,1,271,955658,340,1
172.16.0.5,772,4763522,1,271,952704,341,1
172.16.0.5,696,4773670,1,271,954734,340,1
172.16.0.5,812,4764661,1,271,952932,341,1
172.16.0.5,644,4757199,1,271,951439,341,1
172.16.0.5,712,4777429,1,277,955485,347,1
172.16.0.5,774,4763234,1,265,952646,333,1
172.16.0.5,654,4778305,1,277,955661,347,1
172.16.0.5,679,4769330,1,271,953866,340,1
172.16.0.5,652,4778018,1,271,955603,340,1
172.16.0.5,750,4774080,1,277,954816,348,1
