SrcIP,SrcPort,Feature0,Feature1,Feature2,Feature3,Feature4,Label
172.16.0.5,1000,9433936,1,264,1048215,279,1
172.16.0.5,903,11786844,1,268,1071531,272,1
172.16.0.5,848,11780680,1,274,1070970,279,1
172.16.0.5,769,11784522,1,274,1071320,279,1
172.16.0.5,822,11789113,1,265,1071737,269,1
172.16.0.5,965,9419126,1,267,1046569,283,1
172.16.0.5,879,11783074,1,271,1071188,275,1
172.16.0.5,898,11791747,1,283,1071977,287,0
172.16.0.5,1011,9430186,1,267,1047798,283,1
172.16.0.5,522,9435514,1,260,1048390,275,1
172.16.0.5,887,11792307,0,274,1310256,232,1
172.16.0.5,953,9415587,1,271,1046176,287,1
172.16.0.5,760,11784427,1,268,1071311,272,1
172.16.0.5,920,11775218,1,274,1070474,279,1
172.16.0.5,971,9418984,1,267,1046553,283,1
172.16.0.5,821,11789540,0,271,1309948,229,1
172.16.0.5,783,11781295,1,268,1071026,272,1
172.16.0.5,948,9415566,1,260,1046174,276,1
172.16.0.5,799,11781326,1,268,1071029,272,1
172.16.0.5,754,11784143,1,280,1071285,285,0
172.16.0.5,818,11785620,1,268,1071420,272,1
172.16.0.5,966,9419243,1,274,1046582,291,1
172.16.0.5,819,11785492,1,268,1071408,273,1
172.16.0.5,784,11781280,1,274,1071025,279,1
172.16.0.5,750,11786571,1,277,1071506,282,1
172.16.0.5,955,9415511,1,271,1046167,287,1
172.16.0.5,964,9423643,1,274,1047071,291,1
172.16.0.5,808,11785629,1,271,1071420,275,1
172.16.0.5,521,9435530,1,271,1048392,287,1
172.16.0.5,956,9415438,1,271,1046159,288,1
172.16.0.5,842,11781005,1,271,1071000,276,1
172.16.0.5,858,11779808,1,271,1070891,276,1
172.16.0.5,771,11784889,1,268,1071353,272,1
172.16.0.5,525,9435513,1,267,1048390,283,1
172.16.0.5,1019,9425695,1,271,1047299,287,1
172.16.0.5,888,11792305,0,271,1310256,229,1
172.16.0.5,795,11786158,1,280,1071468,285,0
172.16.0.5,989,9432923,1,271,1048102,287,1
172.16.0.5,997,9433650,1,263,1048183,279,1
172.16.0.5,968,9419283,1,271,1046587,287,1
172.16.0.5,872,11784453,1,268,1071313,272,1
172.16.0.5,869,11780454,1,271,1070950,276,1
172.16.0.5,865,11780251,1,268,1070931,272,1
172.16.0.5,895,11787415,1,280,1071583,285,0
172.16.0.5,873,11784139,0,267,1309348,226,1
172.16.0.5,833,11785980,1,280,1071452,285,0
172.16.0.5,823,11788968,1,274,1071724,278,1
172.16.0.5,1021,9430161,1,263,1047795,279,1
172.16.0.5,986,9432935,1,267,1048103,283,1
172.16.0.5,513,9430320,1,271,1047813,287,1
172.16.0.5,532,9435661,1,267,1048406,283,1
172.16.0.5,816,11785916,1,274,1071446,278,1
172.16.0.5,778,11781088,1,265,1071008,269,1
172.16.0.5,765,11783898,1,271,1071263,275,1
172.16.0.5,947,9419906,1,267,1046656,283,1
172.16.0.5,866,11780257,1,271,1070932,276,1
172.16.0.5,824,11790692,1,283,1071881,288,0
172.16.0.5,906,11787119,1,271,1071556,275,1
172.16.0.5,877,11783333,1,274,1071212,279,1
172.16.0.5,836,11786228,1,265,1071475,269,1
172.16.0.5,961,9424018,1,285,1047113,302,0
172.16.0.5,946,11763009,0,267,1176300,250,1
172.16.0.5,830,11786216,1,271,1071474,275,1
172.16.0.5,850,11780396,1,274,1070945,279,1
172.16.0.5,1015,9430329,1,274,1047814,291,1
172.16.0.5,944,11765117,1,271,1069556,276,1
172.16.0.5,901,11791458,1,274,1071950,278,1
172.16.0.5,861,11779823,1,274,1070893,279,1
172.16.0.5,796,11781925,1,271,1071084,276,1
172.16.0.5,813,11785335,1,268,1071394,272,1
172.16.0.5,520,9431039,1,267,1047893,283,1
172.16.0.5,988,9432916,1,271,1048101,287,1
172.16.0.5,812,11785475,1,274,1071406,278,1
172.16.0.5,785,11781000,1,268,1071000,272,1
172.16.0.5,781,11776960,1,268,1070632,273,1
172.16.0.5,889,11791873,1,268,1071988,272,1
172.16.0.5,798,11781216,1,265,1071019,269,1
172.16.0.5,975,9427619,1,271,1047513,287,1
172.16.0.5,974,9427671,1,274,1047519,291,1
172.16.0.5,868,11780258,1,268,1070932,272,1
172.16.0.5,982,9432505,1,271,1048056,287,1
172.16.0.5,828,11786504,1,271,1071500,275,1
172.16.0.5,536,9436093,1,285,1048454,302,0
172.16.0.5,905,11787117,1,271,1071556,275,1
172.16.0.5,768,11784332,1,274,1071302,279,1
172.16.0.5,949,9415587,1,264,1046176,280,1
172.16.0.5,876,11783354,1,268,1071214,273,1
172.16.0.5,516,9430601,1,271,1047844,287,1
172.16.0.5,917,11774767,1,271,1070433,276,1
172.16.0.5,899,11791461,1,268,1071951,272,1
172.16.0.5,811,11785634,1,271,1071421,275,1
172.16.0.5,793,11785766,1,265,1071433,269,1
172.16.0.5,792,11781283,1,265,1071025,269,1
172.16.0.5,1003,9438418,1,271,1048713,287,1
172.16.0.5,908,11782773,1,286,1071161,291,0
172.16.0.5,892,11791602,1,268,1071963,272,1
172.16.0.5,762,11784727,1,265,1071338,269,1
172.16.0.5,775,11780737,1,271,1070976,276,1
172.16.0.5,958,9419626,1,274,1046625,291,1
172.16.0.5,780,11777153,1,274,1070650,279,1
172.16.0.5,815,11785633,1,268,1071421,272,1
172.16.0.5,1008,9434380,1,267,1048264,283,1
172.16.0.5,930,11774650,1,271,1070422,276,1
172.16.0.5,1007,9434415,1,271,1048268,287,1
172.16.0.5,970,9419282,1,281,1046586,299,0
172.16.0.5,853,11779878,1,286,1070898,291,0
172.16.0.5,761,11784573,1,268,1071324,272,1
172.16.0.5,981,9432305,1,267,1048033,283,1
172.16.0.5,776,11780900,1,271,1070990,276,1
172.16.0.5,753,11784125,1,268,1071284,272,1
172.16.0.5,517,9430624,1,271,1047847,287,1
172.16.0.5,807,11785637,1,277,1071421,282,1
172.16.0.5,1005,9438408,1,256,1048712,271,0
172.16.0.5,998,9433789,1,271,1048198,287,1
172.16.0.5,770,11784715,1,271,1071337,275,1
172.16.0.5,862,11779833,1,271,1070893,276,1
172.16.0.5,852,11780023,1,274,1070911,279,1
172.16.0.5,881,11783079,1,268,1071189,272,1
172.16.0.5,856,11779846,1,265,1070895,269,1
172.16.0.5,976,9427678,1,271,1047519,287,1
172.16.0.5,860,11779881,1,268,1070898,273,1
172.16.0.5,755,11784126,1,271,1071284,275,1
172.16.0.5,933,11770268,1,274,1070024,279,1
172.16.0.5,897,11791765,1,271,1071978,275,1
172.16.0.5,882,11787405,1,271,1071582,275,1
172.16.0.5,891,11791504,1,271,1071954,275,1
172.16.0.5,925,11775212,1,271,1070473,276,1
172.16.0.5,931,11774465,1,274,1070405,279,1
172.16.0.5,805,11785627,1,271,1071420,275,1
192.168.50.3,0,14000220,5,98,200003,496,0
172.16.0.5,749,11788877,1,265,1071716,269,1
172.16.0.5,1010,9434388,1,271,1048265,287,1
172.16.0.5,935,11770145,1,274,1070013,279,1
172.16.0.5,907,11782803,0,267,1309200,226,1
172.16.0.5,777,11781050,1,268,1071004,272,1
172.16.0.5,757,11784140,1,271,1071285,275,1
172.16.0.5,962,9423920,1,267,1047102,283,1
172.16.0.5,902,11791458,1,271,1071950,275,1
172.16.0.5,922,11775207,1,277,1070473,282,1
172.16.0.5,1012,9430186,1,274,1047798,291,1
172.16.0.5,857,11779876,1,274,1070897,279,1
172.16.0.5,941,11765174,1,268,1069561,273,1
172.16.0.5,919,11775087,1,274,1070462,279,1
172.16.0.5,840,11781166,1,274,1071015,279,1
172.16.0.5,789,11781294,1,271,1071026,276,1
172.16.0.5,915,11774705,1,271,1070427,276,1
172.16.0.5,779,11777138,1,265,1070648,270,1
172.16.0.5,524,9435524,1,267,1048391,283,1
172.16.0.5,977,9427629,1,271,1047514,287,1
172.16.0.5,929,11774596,1,271,1070417,276,1
172.16.0.5,994,9429447,1,267,1047716,283,1
172.16.0.5,990,9428871,1,263,1047652,279,1
172.16.0.5,923,11775161,1,271,1070469,276,1
172.16.0.5,846,11780750,1,271,1070977,276,1
172.16.0.5,992,9429171,1,278,1047685,295,1
172.16.0.5,957,9415232,1,263,1046136,280,1
172.16.0.5,759,11784419,1,268,1071310,273,1
172.16.0.5,1018,9425688,1,274,1047298,291,1
172.16.0.5,918,11774886,1,274,1070444,279,1
172.16.0.5,916,11774632,1,271,1070421,276,1
172.16.0.5,921,11775258,1,274,1070478,279,1
172.16.0.5,894,11787463,1,268,1071587,273,1
172.16.0.5,847,11780732,1,268,1070975,273,1
172.16.0.5,995,9429458,1,271,1047717,287,1
172.16.0.5,863,11780012,1,268,1070910,273,1
172.16.0.5,859,11779802,1,268,1070891,273,1
172.16.0.5,913,11774347,1,274,1070395,279,1
172.16.0.5,766,11784193,1,274,1071290,279,1
172.16.0.5,533,9435797,1,271,1048421,287,1
172.16.0.5,803,11785618,1,274,1071419,278,1
172.16.0.5,883,11787315,1,271,1071574,275,1
172.16.0.5,980,9432381,1,271,1048042,287,1
172.16.0.5,926,11774750,1,271,1070431,276,1
172.16.0.5,825,11786558,1,271,1071505,276,1
172.16.0.5,969,9419221,1,271,1046580,287,1
172.16.0.5,896,11791749,1,268,1071977,272,1
172.16.0.5,1002,9438400,1,267,1048711,283,1
172.16.0.5,983,9432922,1,278,1048102,294,1
172.16.0.5,985,9432931,1,267,1048103,283,1
172.16.0.5,959,9419331,1,267,1046592,283,1
172.16.0.5,800,11785624,1,268,1071420,272,1
172.16.0.5,758,11784271,1,271,1071297,275,1
172.16.0.5,993,9429305,1,267,1047700,283,1
172.16.0.5,1013,9430325,1,271,1047813,287,1
172.16.0.5,826,11786506,1,274,1071500,278,1
172.16.0.5,817,11785760,1,274,1071432,278,1
172.16.0.5,529,9435513,1,271,1048390,287,1
172.16.0.5,940,11765326,1,277,1069575,282,1
172.16.0.5,827,11786559,1,289,1071505,294,0
172.16.0.5,756,11784142,1,268,1071285,272,1
172.16.0.5,855,11779878,1,271,1070898,276,1
172.16.0.5,837,11785779,1,274,1071434,278,1
172.16.0.5,797,11781924,1,274,1071084,279,1
172.16.0.5,936,11765389,1,274,1069580,279,1
172.16.0.5,849,11780459,1,274,1070950,279,1
172.16.0.5,999,9433796,1,271,1048199,287,1
172.16.0.5,764,11784040,1,271,1071276,275,1
172.16.0.5,996,9429394,1,274,1047710,291,1
172.16.0.5,900,11791511,1,274,1071955,278,1
172.16.0.5,904,11787136,1,274,1071557,278,1
172.16.0.5,909,11783081,1,271,1071189,275,1
172.16.0.5,910,11783066,1,271,1071187,275,1
172.16.0.5,963,9423700,1,274,1047077,291,1
172.16.0.5,914,11774702,1,274,1070427,279,1
172.16.0.5,788,11781280,1,268,1071025,272,1
172.16.0.5,871,11784636,1,274,1071330,279,1
172.16.0.5,1009,9434370,1,274,1048263,291,1
172.16.0.5,1014,9430379,1,271,1047819,287,1
172.16.0.5,979,9432310,1,271,1048034,287,1
172.16.0.5,991,9429029,1,274,1047669,291,1
172.16.0.5,527,9435533,1,271,1048392,287,1
172.16.0.5,831,11785972,1,268,1071452,272,1
172.16.0.5,890,11791452,1,271,1071950,275,1
172.16.0.5,773,11780803,1,268,1070982,272,1
172.16.0.5,967,9419256,1,271,1046584,287,1
172.16.0.5,978,9427768,1,263,1047529,279,1
172.16.0.5,874,11783686,1,268,1071244,272,1
172.16.0.5,885,11792021,1,277,1072001,281,1
172.16.0.5,893,11791765,1,274,1071978,278,1
172.16.0.5,790,11781336,1,274,1071030,279,1
172.16.0.5,912,11774464,1,271,1070405,276,1
172.16.0.5,526,9435666,1,278,1048407,294,1
172.16.0.5,1001,9438410,1,271,1048712,287,1
172.16.0.5,951,9415711,1,278,1046190,295,1
172.16.0.5,934,11770307,1,274,1070027,279,1
172.16.0.5,870,11780484,1,274,1070953,279,1
172.16.0.5,841,11781019,1,271,1071001,276,1
172.16.0.5,835,11786215,1,271,1071474,275,1
172.16.0.5,806,11785484,1,280,1071407,285,0
172.16.0.5,648,12451047,29,270,33926,7992,0
172.16.0.5,1004,9438399,1,267,1048711,283,1
172.16.0.5,867,11780160,1,280,1070923,285,0
172.16.0.5,832,11785973,1,271,1071452,276,1
172.16.0.5,954,9415636,1,274,1046181,291,1
172.16.0.5,845,11780746,1,271,1070976,276,1
172.16.0.5,814,11785670,1,292,1071424,297,0
172.16.0.5,880,11783063,1,262,1071187,266,1
172.16.0.5,774,11780757,1,268,1070977,272,1
172.16.0.5,973,9427668,1,264,1047518,280,1
172.16.0.5,838,11785649,1,271,1071422,275,1
172.16.0.5,839,11781312,1,271,1071028,276,1
172.16.0.5,767,11784189,1,271,1071289,275,1
172.16.0.5,851,11780228,1,271,1070929,276,1
172.16.0.5,928,11774591,1,268,1070417,273,1
172.16.0.5,530,9435518,1,267,1048390,283,1
172.16.0.5,801,11785664,1,277,1071424,282,1
172.16.0.5,519,9430750,1,267,1047861,283,1
172.16.0.5,952,9415584,1,278,1046176,295,1
172.16.0.5,786,11776667,1,271,1070606,276,1
172.16.0.5,820,11789833,1,271,1071803,276,1
172.16.0.5,523,9435563,1,267,1048395,283,1
172.16.0.5,751,11783835,1,289,1071257,294,0
172.16.0.5,763,11784331,1,271,1071302,275,1
172.16.0.5,515,9430615,1,271,1047846,287,1
172.16.0.5,528,9435533,1,274,1048392,291,1
172.16.0.5,924,11775030,1,271,1070457,276,1
172.16.0.5,782,11777232,1,274,1070657,279,1
172.16.0.5,804,11785626,1,271,1071420,275,1
172.16.0.5,942,11765181,1,271,1069561,276,1
172.16.0.5,939,11765465,1,274,1069587,279,1
172.16.0.5,864,11780166,1,274,1070924,279,1
172.16.0.5,512,9430325,1,271,1047813,287,1
172.16.0.5,834,11786072,1,271,1071461,275,1
172.16.0.5,945,11765186,1,268,1069562,273,1
172.16.0.5,875,11783358,1,271,1071214,275,1
172.16.0.5,829,11786219,1,265,1071474,269,1
172.16.0.5,854,11779858,1,271,1070896,276,1
172.16.0.5,1017,9425968,1,260,1047329,276,1
172.16.0.5,791,11781287,1,277,1071026,282,1
172.16.0.5,514,9430512,1,263,1047834,279,1
172.16.0.5,972,9419110,1,256,1046567,272,0
172.16.0.5,950,9415729,1,260,1046192,276,1
172.16.0.5,943,11765243,1,271,1069567,276,1
172.16.0.5,810,11785631,1,271,1071421,275,1
172.16.0.5,787,11776947,1,271,1070631,276,1
172.16.0.5,534,9435818,1,271,1048424,287,1
172.16.0.5,938,11765467,1,271,1069587,276,1
172.16.0.5,984,9432921,1,267,1048102,283,1
172.16.0.5,531,9435514,1,271,1048390,287,1
172.16.0.5,1006,9438584,1,267,1048731,283,1
172.16.0.5,937,11765382,1,268,1069580,273,1
172.16.0.5,987,9432944,1,274,1048104,291,1
172.16.0.5,772,11784990,1,271,1071362,275,1
172.16.0.5,1016,9426035,1,271,1047337,287,1
172.16.0.5,927,11774604,1,271,1070418,276,1
172.16.0.5,844,11780740,1,268,1070976,272,1
172.16.0.5,911,11778682,1,268,1070789,273,1
172.16.0.5,886,11792072,1,271,1072006,275,1
172.16.0.5,802,11785642,1,268,1071422,272,1
172.16.0.5,809,11785626,1,268,1071420,272,1
172.16.0.5,843,11780741,1,277,1070976,282,1
172.16.0.5,535,9435932,1,267,1048436,283,1
172.16.0.5,752,11784146,1,271,1071286,276,1
172.16.0.5,1020,9430036,1,263,1047781,279,1
172.16.0.5,878,11783343,1,289,1071213,294,0
172.16.0.5,932,11774495,1,268,1070408,273,1
172.16.0.5,884,11791818,1,268,1071983,272,1
172.16.0.5,518,9430620,1,271,1047846,287,1
172.16.0.5,1022,9430322,1,271,1047813,287,1
172.16.0.5,794,11786197,1,268,1071472,272,1
